,Text,User,Date,Favs,Retweets,Replies
102,"Terörle mücadelemize güçlü, kararlı ve etkin bir biçimde devam ettik. Bin 542 mağara ve sığınağı ele geçirdik. https://t.co/rgcDJJMAs7",RTErdogan,2021-12-31 08:20:00+00:00,25216,10450,271
103,Kahraman güvenlik güçlerimiz 181 terör eylemini engelledi. Engellenen eylemler sonucu yüz binlerce mühimmat da ele geçirildi. https://t.co/CAMF4YKVBV,RTErdogan,2021-12-31 08:15:00+00:00,26496,10780,264
104,Emniyet birimlerimize bağlı insansız hava araçlarımız toplamda 43 bin 857 saat uçuş gerçekleştirdi. https://t.co/zDeMpWqKrD,RTErdogan,2021-12-31 08:10:00+00:00,22607,9435,199
105,Hukuk mahkemelerinde internet üzerinden duruşmalara katılabilmeyi mümkün hale getiren e-duruşma sistemini 81 ilimizin tamamında uygulamaya başladık. https://t.co/xj4RezzhJ2,RTErdogan,2021-12-31 08:05:00+00:00,23977,9980,323
106,5199 sayılı Hayvanları Koruma Kanunu'nda köklü bir değişikliğe imza atarak can dostlarımıza karşı sorumluluğumuzu yerine getirdik. https://t.co/PsY5zdB76h,RTErdogan,2021-12-31 08:00:01+00:00,25303,10237,1718
107,"“Özgür birey, güçlü toplum; daha demokratik bir Türkiye” perspektifimizi ortaya koyan İnsan Hakları Eylem Planımızı milletimizle paylaştık. https://t.co/9NIAytbhec",RTErdogan,2021-12-31 07:55:00+00:00,24144,10216,501
108,Formula 1’in de aralarında bulunduğu tam 164 uluslararası spor organizasyonuna başarıyla ev sahipliği yaptık. https://t.co/LQPugIb7oy,RTErdogan,2021-12-31 07:50:00+00:00,24926,10260,278
109,"Toplam seyirci kapasitesi 54 bin 255 kişiyi bulan 4 stadyumu şehirlerimize, spor kulüplerimize kazandırdık. https://t.co/DhKT5mc0KZ",RTErdogan,2021-12-31 07:45:00+00:00,25506,10408,312
110,"60 bin 339 yatak kapasiteli 50 öğrenci yurdunu tamamladık, evlatlarımızın hizmetine sunduk… https://t.co/KGE1nbOGkt",RTErdogan,2021-12-31 07:40:00+00:00,26509,10988,322
111,Çocuk bakım kuruluşlarında 13 bin 227 evladımıza hizmet verdik. https://t.co/WkrvUdD8hL,RTErdogan,2021-12-31 07:35:00+00:00,25414,10746,288
112,7 bin 111 engelli vatandaşımıza bakım hizmeti sağladık. https://t.co/jJMO9U9Hdr,RTErdogan,2021-12-31 07:30:00+00:00,26173,10762,370
113,Aile Sosyal Destek Programı ile 858 bin 558 haneye ulaştık. https://t.co/1ZYWLnOlsk,RTErdogan,2021-12-31 07:25:00+00:00,25903,10722,356
114,"İhtiyaç sahibi hanelerimize 1,8 milyar TL yakacak ve 2,3 milyar TL elektrik tüketimi desteği sağladık. https://t.co/lHzJXdrjSP",RTErdogan,2021-12-31 07:20:00+00:00,24416,10513,374
115,"Hizmeti, evde bakım yardımı ile ayda 535 bin vatandaşımızın ayağına götürdük. https://t.co/ODjxILK8Zj",RTErdogan,2021-12-31 07:15:00+00:00,25809,10980,332
116,6 bin 969 engelli ve devlet korumasından yararlanmış gencimizi kamuda istihdam ettik. Devletimizin şefkat elini onların üzerinden hiç eksik etmeyeceğiz… https://t.co/7hkmhc0bHG,RTErdogan,2021-12-31 07:10:00+00:00,25404,10889,334
117,"Şiddet Önleme Merkezleri ile 297 bin kişiye hukuki yönlendirme yapıldı, rehberlik ve danışmanlık hizmeti sağlandı. https://t.co/dkwwrADvVI",RTErdogan,2021-12-31 07:05:00+00:00,23087,10269,266
